collection,slug,url,category,suggestedRisk,declaredYmylRisk,returnsDoseOrTreatment,personalizedRecommendation,hasProfessionalReviewer,currentlyIndexable,currentlyRestricted,matchedTerms,reasons,recommendedAction
calcs,calculadora-equivalencia-huevos-tamano-gramos-claras,/calculadora-equivalencia-huevos-tamano-gramos-claras,cocina,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""cocina"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-esperanza-vida-gato-raza-indoor,/calculadora-esperanza-vida-gato-raza-indoor,mascotas,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-espresso-tds-yield,/calculadora-espresso-tds-yield,cocina,medium,low,false,false,false,true,false,dosis,"Dosis/medicación: dosis; Fuera de contexto de salud (categoría ""cocina"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-estatura-adulta-hijo,/calculadora-estatura-adulta-hijo,salud,medium,low,false,false,false,true,false,"suplemento; diagnostico; enfermedad","Tratamiento/retorno deportivo: diagnostico; Señales clínicas: enfermedad; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-expectativa-vida,/calculadora-expectativa-vida,vida,medium,low,false,false,false,true,false,diagnostico,"Tratamiento/retorno deportivo: diagnostico; Fuera de contexto de salud (categoría ""vida"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-mx,calculadora-factor-integracion-salarial-imss-mexico,/mx/calculadora-factor-integracion-salarial-imss-mexico,finanzas,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-facturacion-maxima-monotributo-vs-ri,/calculadora-facturacion-maxima-monotributo-vs-ri,impuestos,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-fc-maxima-zonas-karvonen,/calculadora-fc-maxima-zonas-karvonen,deportes,medium,low,false,false,false,true,false,"medicacion; sintomas","Señales clínicas: sintomas; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-fecha-10000-dias,/calculadora-fecha-10000-dias,vida,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""vida"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-fecha-celo-perra,/calculadora-fecha-celo-perra,mascotas,medium,low,false,false,false,true,false,"comprimidos; tratamiento; sintomas; enfermedad","Dosis/medicación: comprimidos; Tratamiento/retorno deportivo: tratamiento; Señales clínicas: sintomas, enfermedad; Dosis/medicación veterinaria (categoría mascotas); Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-fecha-concepcion-desde-fpp,/calculadora-fecha-concepcion-desde-fpp,familia,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-fecha-probable-parto,/calculadora-fecha-probable-parto,salud,medium,low,false,false,false,true,false,dosis,"Dosis/medicación: dosis; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-es,calculadora-fibra-movil-mejor-precio-comparador-espana-2026,/es/calculadora-fibra-movil-mejor-precio-comparador-espana-2026,tecnologia,medium,low,false,false,false,true,false,suplemento,Sólo mención en el cuerpo (posible falso positivo),"REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-fideicomiso-construccion-aporte-cuotas,/calculadora-fideicomiso-construccion-aporte-cuotas,finanzas,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-es,calculadora-finiquito-despido-improcedente-espana-2026,/es/calculadora-finiquito-despido-improcedente-espana-2026,finanzas,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-mx,calculadora-finiquito-liquidacion-mexico,/mx/calculadora-finiquito-liquidacion-mexico,finanzas,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-cl,calculadora-finiquito-renuncia-voluntaria-chile-vacaciones-proporcionales,/cl/calculadora-finiquito-renuncia-voluntaria-chile-vacaciones-proporcionales,laboral,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""laboral"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-cl,calculadora-fonasa-chile-tramos-a-b-c-d-cobertura,/cl/calculadora-fonasa-chile-tramos-a-b-c-d-cobertura,finanzas,medium,low,false,false,false,true,false,diagnostico,"Tratamiento/retorno deportivo: diagnostico; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-cl,calculadora-fondo-emergencia-chile-meses-gastos-recomendado,/cl/calculadora-fondo-emergencia-chile-meses-gastos-recomendado,finanzas,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-es,calculadora-fondo-emergencia-espana-meses-gastos,/es/calculadora-fondo-emergencia-espana-meses-gastos,finanzas,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-fondo-emergencia-meses,/calculadora-fondo-emergencia-meses,finanzas,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-fondo-emergencia-meses-gastos-cuanto,/calculadora-fondo-emergencia-meses-gastos-cuanto,finanzas,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-mx,calculadora-fondo-emergencia-mexico-meses-gastos,/mx/calculadora-fondo-emergencia-mexico-meses-gastos,finanzas,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-frecuencia-cardiaca-zonas-entrenamiento,/calculadora-frecuencia-cardiaca-zonas-entrenamiento,salud,medium,low,false,false,false,true,false,rehabilitacion,"Tratamiento/retorno deportivo: rehabilitacion; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-frecuencia-entrenamiento-grupo-muscular,/calculadora-frecuencia-entrenamiento-grupo-muscular,deportes,medium,low,false,false,false,true,false,lesion,"Señales clínicas: lesion; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-fructosa-malabsorcion,/calculadora-fructosa-malabsorcion,salud,medium,low,false,false,false,true,false,"dosis; diagnostico; sintomas","Dosis/medicación: dosis; Tratamiento/retorno deportivo: diagnostico; Señales clínicas: sintomas; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-es,calculadora-ganancia-patrimonial-venta-vivienda-espana,/es/calculadora-ganancia-patrimonial-venta-vivienda-espana,impuestos,medium,low,false,false,false,true,false,rehabilitacion,"Tratamiento/retorno deportivo: rehabilitacion; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-ganancias-monotributista-pase-regimen-general,/calculadora-ganancias-monotributista-pase-regimen-general,impuestos,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-ganancias-tramos-empleado-mensual-2026,/calculadora-ganancias-tramos-empleado-mensual-2026,impuestos,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-gato-persa-grooming-bano-frecuencia-costo,/calculadora-gato-persa-grooming-bano-frecuencia-costo,mascotas,medium,low,false,false,false,true,false,"suplemento; tratamiento","Tratamiento/retorno deportivo: tratamiento; Dosis/medicación veterinaria (categoría mascotas); Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-generacion-perteneces,/calculadora-generacion-perteneces,vida,medium,low,false,false,false,true,false,diagnostico,"Tratamiento/retorno deportivo: diagnostico; Fuera de contexto de salud (categoría ""vida"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-globos-decoracion-salon-metros,/calculadora-globos-decoracion-salon-metros,vida,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""vida"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-grasa-subcutanea-visceral-total-diferencia,/calculadora-grasa-subcutanea-visceral-total-diferencia,salud,medium,low,false,false,false,true,false,"insulina; tratamiento; diagnostico; enfermedad","Dosis/medicación: insulina; Tratamiento/retorno deportivo: tratamiento, diagnostico; Señales clínicas: enfermedad; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-gross-margin-vs-net,/calculadora-gross-margin-vs-net,negocios,medium,low,false,false,false,true,false,diagnostico,"Tratamiento/retorno deportivo: diagnostico; Fuera de contexto de salud (categoría ""negocios"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-haber-minimo-jubilatorio-2026-bono-total,/calculadora-haber-minimo-jubilatorio-2026-bono-total,finanzas,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-hidromiel-proporciones-miel-agua,/calculadora-hidromiel-proporciones-miel-agua,cocina,medium,low,false,false,false,true,false,dosis,"Dosis/medicación: dosis; Fuera de contexto de salud (categoría ""cocina"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-hidroponia-nutrientes-ec-ppm,/calculadora-hidroponia-nutrientes-ec-ppm,jardineria,medium,low,false,false,false,true,false,"dosis; miligramos; magnesio; sintomas","Dosis/medicación: dosis, miligramos; Señales clínicas: sintomas; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-hierro-diario-vegetariano,/calculadora-hierro-diario-vegetariano,salud,medium,low,false,false,false,true,false,"dosis; suplemento; sintomas","Dosis/medicación: dosis; Señales clínicas: sintomas; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-hitos-desarrollo-bebe-edad-meses,/calculadora-hitos-desarrollo-bebe-edad-meses,familia,medium,low,false,false,false,true,false,diagnostico,"Tratamiento/retorno deportivo: diagnostico; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-horas-aprender-ingles-nivel-c1,/calculadora-horas-aprender-ingles-nivel-c1,educacion,medium,low,false,false,false,true,false,diagnostico,"Tratamiento/retorno deportivo: diagnostico; Fuera de contexto de salud (categoría ""educacion"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-horas-aprender-italiano-b1,/calculadora-horas-aprender-italiano-b1,educacion,medium,low,false,false,false,true,false,papilla,"Alimentación de bebés: papilla; Fuera de contexto de salud (categoría ""educacion"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-horas-aprender-portugues-b2,/calculadora-horas-aprender-portugues-b2,educacion,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""educacion"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-horas-extra,/calculadora-horas-extra,finanzas,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-horas-preparar-gre,/calculadora-horas-preparar-gre,educacion,medium,low,false,false,false,true,false,diagnostico,"Tratamiento/retorno deportivo: diagnostico; Fuera de contexto de salud (categoría ""educacion"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-horas-preparar-sat,/calculadora-horas-preparar-sat,educacion,medium,low,false,false,false,true,false,diagnostico,"Tratamiento/retorno deportivo: diagnostico; Fuera de contexto de salud (categoría ""educacion"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-humedad-absoluta-relativa-confort,/calculadora-humedad-absoluta-relativa-confort,clima,medium,low,false,false,false,true,false,sintomas,"Señales clínicas: sintomas; Fuera de contexto de salud (categoría ""clima"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-humedad-relativa-ideal-ambiente,/calculadora-humedad-relativa-ideal-ambiente,vida,medium,low,false,false,false,true,false,"magnesio; sintomas; enfermedad","Señales clínicas: sintomas, enfermedad; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-ibu-cerveza-lupulo-tinseth,/calculadora-ibu-cerveza-lupulo-tinseth,cocina,medium,low,false,false,false,true,false,miligramos,"Dosis/medicación: miligramos; Fuera de contexto de salud (categoría ""cocina"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-ve,calculadora-igtf-venezuela-3,/ve/calculadora-igtf-venezuela-3,impuestos,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-imc,/calculadora-imc,salud,medium,low,false,false,false,true,false,diagnostico,"Tratamiento/retorno deportivo: diagnostico; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-imc-adultos-mayores-edad-tabla,/calculadora-imc-adultos-mayores-edad-tabla,salud,medium,low,false,false,false,true,false,"sintomas; enfermedad","Señales clínicas: sintomas, enfermedad; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-impermeabilizacion-techo-membrana-rollos-m2-costo,/calculadora-impermeabilizacion-techo-membrana-rollos-m2-costo,construccion,medium,low,false,false,false,true,false,dosis,"Dosis/medicación: dosis; Fuera de contexto de salud (categoría ""construccion"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-implantacion-embrion,/calculadora-implantacion-embrion,salud,medium,low,false,false,false,true,false,sintomas,"Señales clínicas: sintomas; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-co,calculadora-impoconsumo-restaurantes-bares-colombia-2026,/co/calculadora-impoconsumo-restaurantes-bares-colombia-2026,impuestos,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-impresion-dpi-calidad,/calculadora-impresion-dpi-calidad,entretenimiento,medium,low,false,false,false,true,false,gotas,"Dosis/medicación: gotas; Fuera de contexto de salud (categoría ""entretenimiento"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-mx,calculadora-impuesto-cedular-arrendamiento-mexico,/mx/calculadora-impuesto-cedular-arrendamiento-mexico,impuestos,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-impuesto-cheque-debitos-creditos,/calculadora-impuesto-cheque-debitos-creditos,impuestos,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-co,calculadora-impuesto-departamento-loterias-vehiculos-cigarrillos,/co/calculadora-impuesto-departamento-loterias-vehiculos-cigarrillos,impuestos,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-impuesto-ganancia-cripto-argentina-2026,/calculadora-impuesto-ganancia-cripto-argentina-2026,finanzas,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-ec,calculadora-impuesto-herencias-legados-donaciones-ecuador,/ec/calculadora-impuesto-herencias-legados-donaciones-ecuador,impuestos,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-co,calculadora-impuesto-loterias-juegos-azar-colombia-2026,/co/calculadora-impuesto-loterias-juegos-azar-colombia-2026,impuestos,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-co,calculadora-impuesto-patrimonio-colombia-personas-naturales-2026,/co/calculadora-impuesto-patrimonio-colombia-personas-naturales-2026,impuestos,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-es,calculadora-impuesto-sucesiones-donaciones-espana-ccaa-2026,/es/calculadora-impuesto-sucesiones-donaciones-espana-ccaa-2026,impuestos,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-do,calculadora-impuesto-transferencia-inmobiliaria-republica-dominicana,/do/calculadora-impuesto-transferencia-inmobiliaria-republica-dominicana,impuestos,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-impuesto-transferencia-itu-iti-inmueble,/calculadora-impuesto-transferencia-itu-iti-inmueble,impuestos,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-mx,calculadora-imss-independientes-modalidad-10,/mx/calculadora-imss-independientes-modalidad-10,finanzas,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-mx,calculadora-imss-trabajadoras-hogar-mexico,/mx/calculadora-imss-trabajadoras-hogar-mexico,impuestos,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-mx,calculadora-incapacidad-imss-enfermedad-general,/mx/calculadora-incapacidad-imss-enfermedad-general,finanzas,medium,low,false,false,false,true,false,"enfermedad; lesion","Señales clínicas: enfermedad, lesion; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-co,calculadora-incapacidad-medica-eps-colombia,/co/calculadora-incapacidad-medica-eps-colombia,finanzas,medium,low,false,false,false,true,false,"rehabilitacion; enfermedad","Tratamiento/retorno deportivo: rehabilitacion; Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-ve,calculadora-inces-venezuela,/ve/calculadora-inces-venezuela,impuestos,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-indemnizacion-despido,/calculadora-indemnizacion-despido,finanzas,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-indemnizacion-despido-embarazo-estabilidad-13-salarios,/calculadora-indemnizacion-despido-embarazo-estabilidad-13-salarios,finanzas,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-indemnizacion-despido-fuerza-mayor-art-247-lct,/calculadora-indemnizacion-despido-fuerza-mayor-art-247-lct,finanzas,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-indemnizacion-despido-improcedente-espana-33-dias,/calculadora-indemnizacion-despido-improcedente-espana-33-dias,vida,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""vida"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-ec,calculadora-indemnizacion-despido-intempestivo-ecuador,/ec/calculadora-indemnizacion-despido-intempestivo-ecuador,finanzas,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-indemnizacion-despido-objetivo-espana-20-dias,/calculadora-indemnizacion-despido-objetivo-espana-20-dias,vida,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""vida"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-co,calculadora-indemnizacion-despido-sin-justa-causa-colombia-2026,/co/calculadora-indemnizacion-despido-sin-justa-causa-colombia-2026,finanzas,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-indemnizacion-empleada-casa-particular-ley-26844-despido,/calculadora-indemnizacion-empleada-casa-particular-ley-26844-despido,finanzas,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-indice-bienestar-who5,/calculadora-indice-bienestar-who5,vida,medium,low,false,false,false,true,false,"dosis; medicacion; tratamiento; diagnostico; sintomas","Dosis/medicación: dosis; Tratamiento/retorno deportivo: tratamiento, diagnostico; Señales clínicas: sintomas; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-indice-cintura-estatura,/calculadora-indice-cintura-estatura,salud,medium,low,false,false,false,true,false,"insulina; diagnostico","Dosis/medicación: insulina; Tratamiento/retorno deportivo: diagnostico; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-indice-glucemico-carga-alimento-porcion,/calculadora-indice-glucemico-carga-alimento-porcion,salud,medium,low,false,false,false,true,false,insulina,"Dosis/medicación: insulina; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-indice-masa-corporal-pediatrico,/calculadora-indice-masa-corporal-pediatrico,salud,medium,low,false,false,false,true,false,"dosis; tratamiento","Dosis/medicación: dosis; Tratamiento/retorno deportivo: tratamiento; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
