prioridad,winnability,categoria,slug,keyword_ganable,intent,keywords_alt,razon
2,WINNABLE,salud,yodo-diario-embarazo,how much iodine per day during pregnancy,RDA de yodo diario en embarazo/lactancia + alimentos ricos en yodo,iodine rda pregnancy and breastfeeding | iodine rich foods for pregnancy calculator,"Dosis de micronutriente específica para embarazo/lactancia, SERP de nicho nutricional; el slug ES es cosmético (contenido EN US). Sin keyword actual asignado."
2,WINNABLE,salud,yoga-calories-by-style,how many calories does yoga burn by style,"Calorías quemadas en yoga según el estilo (vinyasa, hatha, ashtanga)",vinyasa vs hatha calories burned | yoga calories calculator by type,"El desglose por estilo de yoga es un long-tail específico con demanda modesta y SERP no monopolizada. 'k' actual ('hot yoga calories burned') es una variante estrecha, no del todo mismatch pero subóptima."
2,WINNABLE,tecnologia,3d-print-time-layer-height,3d print time calculator by layer height,Estimar el tiempo de impresión 3D según altura de capa y velocidad,how long does 3d printing take calculator | print time by layer height and speed,Long-tail técnico de maker muy específico; poca competencia directa de calculadoras. 'k' actual ('3d print files') es mismatch de intención.
2,WINNABLE,tecnologia,bandwidth-streaming-bitrate-resolution-youtube,recommended streaming bitrate for youtube twitch by resolution,Bitrate recomendado para stremear en YouTube/Twitch según resolución/fps,twitch bitrate calculator by resolution and fps | upload bitrate for 1080p 60fps streaming,"Query específico de streamers con demanda real; SERP de guías de streaming, no aggregators. El 'k' actual ('low streaming bandwidth forza horizon 6') es nonsense de matcheo por palabra."
2,WINNABLE,tecnologia,battery-runtime-mah-calculator,battery runtime calculator mah to hours,Estimar horas de duración de batería desde mAh y consumo mA,how long will a mah battery last calculator | battery life hours from mah and ma draw,Conversión/estimación técnica específica con demanda de hobbyistas/electrónica; SERP de calculadoras de nicho. Sin keyword actual.
2,WINNABLE,tecnologia,big-o-complexity-calculator,big o time complexity estimator by input size,Estimar operaciones/tiempo de un algoritmo según su complejidad Big O,big o operations calculator by n | algorithm time complexity calculator,Nicho de programación específico; el volumen 30k del 'k' actual ('big o tires') es una marca de neumáticos totalmente irrelevante — mismatch grosero. La demanda real de la calc es modesta pero ganable.
2,WINNABLE,tecnologia,cidr-subnetting-calculator,cidr subnet calculator hosts and mask,Obtener máscara y hosts usables desde un prefijo CIDR,cidr to subnet mask table | usable hosts per cidr prefix calculator,Herramienta de networking específica; existen competidores de nicho pero no monopolio de aggregators de consumo. Intent claro y demanda estable de sysadmins. Sin keyword actual.
2,WINNABLE,tecnologia,code-lines-project-complexity-kloc,kloc project effort estimator cocomo,Estimar esfuerzo/complejidad de proyecto con KLOC y modelo COCOMO,lines of code to effort calculator cocomo | project complexity calculator kloc,"Long-tail de ingeniería de software muy específico (COCOMO/KLOC), competencia mínima de calculadoras. Sin keyword actual."
2,WINNABLE,tecnologia,db-pool-max-connections,database connection pool size calculator by cpu cores,Calcular el tamaño óptimo del pool de conexiones de base de datos,optimal db pool size formula | max connections pool calculator postgres,Long-tail de backend muy específico (fórmula pool size por cores/carga); casi sin competencia de calculadoras. Sin keyword actual.
2,WINNABLE,tecnologia,docker-image-size-calculator,docker image size calculator by base image,Estimar el tamaño de una imagen Docker según base image y dependencias,estimate docker image size alpine vs ubuntu | docker image size by dependencies,"Nicho DevOps específico con SERP de blogs técnicos, no aggregators. 'k' actual ('what is a docker image') es informacional head, mismatch de intent."
2,WINNABLE,tecnologia,dpi-ppp-print-resolution,dpi calculator pixels needed to print at 300 dpi,Cuántos píxeles se necesitan para imprimir a 300 DPI en un tamaño dado,cm to pixels for printing calculator | print resolution dpi to pixel dimensions,Intent específico de diseño/impresión; la variante 'pixels to print at 300 dpi' es ganable frente a definiciones genéricas de DPI. 'k' actual ('what is dpi resolution') es informacional head.
2,WINNABLE,tecnologia,ethernet-cable-category-speed-distance,ethernet cable category speed and distance chart,Comparar categorías de cable Ethernet por velocidad y distancia máxima,cat5e vs cat6 vs cat6a speed distance | which ethernet cat for 10gbps distance,"Query específico de networking comparativo con demanda real; SERP de guías de nicho. 'k' actual ('cat 6 ethernet cable') es transaccional/head de producto, mismatch con la tabla comparativa."
2,WINNABLE,tecnologia,fps-perceived-smoothness-gaming,fps to ms frame time calculator,Convertir FPS a tiempo de frame en milisegundos (latencia),convert fps to milliseconds latency | frame time at 60 144 240 fps,Conversión específica de gaming/hardware con demanda modesta y SERP de nicho; el formato con tabla 60/144/240 diferencia. Sin keyword actual.
2,WINNABLE,tecnologia,gpu-rental-cost-vast-runpod-calculator,gpu cloud rental cost calculator vast runpod,Comparar costo de alquiler de GPU cloud (Vast/RunPod/Lambda) vs comprar,rtx 4090 a100 h100 hourly rental cost | gpu rental vs buying calculator,"Intent muy específico de ML/AI con nombres de plataformas concretas; SERP joven, poca competencia de calculadoras dedicadas. Sin keyword actual."
2,WINNABLE,tecnologia,hashes-bcrypt-costo-tiempo-cracking,bcrypt cost factor time per hash calculator,Calcular el tiempo por hash de bcrypt según cost factor y resistencia a cracking,bcrypt work factor benchmark ms per hash | how many bcrypt rounds calculator,"Long-tail de seguridad muy específico (bcrypt work factor), casi sin competencia de calculadoras. Slug ES cosmético, contenido EN. Sin keyword actual."
2,WINNABLE,tecnologia,home-electricity-usage-monthly-cost,appliance electricity cost calculator watts to monthly bill,"Costo mensual de un electrodoméstico según watts, horas y tarifa",how much does an appliance cost to run per month | kwh cost calculator by watts and hours,Enfoque 'por electrodoméstico' es más específico que 'electricity bill calculator' genérico; SERP con energy.gov y utilities pero espacio para la variante appliance/watts. Sin keyword actual.
2,WINNABLE,tecnologia,midjourney-stable-diffusion-credits-monthly,how much does midjourney cost per month by plan,Comparar los planes y precios mensuales de Midjourney (fast GPU hours),midjourney plans price comparison 2026 | midjourney fast gpu hours by plan,Query de precios/planes con intención comercial-informacional específica; la SERP la lideran blogs y no aggregators de calculadoras. El desglose por plan es diferenciador. Sin keyword actual.
2,WINNABLE,tecnologia,overclock-temperatura-segura,safe cpu gpu temp for overclocking,Saber si la temperatura de CPU/GPU bajo carga es segura para overclockear,is my cpu too hot to overclock | safe overclocking temperature check,"Intent muy especifico de nicho hardware/gaming, no cubierto por calculator.net/omnicalc. Demanda modesta pero real en foros de PC building. k vacio."
2,WINNABLE,tecnologia,pc-power-consumption-psu,pc power supply wattage calculator for gaming pc,Calcular watts totales de la PC y dimensionar la fuente (PSU) recomendada,what psu size do i need calculator | pc power consumption calculator watts,'pc power supply' (590) es cabeza generica; el long-tail 'psu wattage calculator gaming' tiene demanda y la SERP mezcla OuterVision/Cooler Master/Newegg (marcas de nicho) sin agregador universal dominante. Ganable con es
2,WINNABLE,tecnologia,rate-limit-api-rpm-rps,rpm to rps converter api rate limit,Convertir RPM a RPS (y RPH/RPD) para rate limits de API,convert requests per minute to per second | api rate limit calculator rpm rps,"'clawhub rate limit' es marca/nonsense. Conversion micro-especifica para devs, casi sin competencia dedicada, cero agregadores. Volumen bajo pero gap real."
2,WINNABLE,tecnologia,screen-ppi-pixel-density,screen ppi calculator from resolution and size,"Calcular PPI de una pantalla desde resolucion y diagonal, y ver si es Retina",pixel density calculator retina check | is my screen retina ppi calculator,Conversion tecnica especifica; SERP con sitios de nicho (dpi calculators) sin dominio DR80 universal. Angulo 'retina check' agrega intent diferenciador. k vacio.
2,WINNABLE,tecnologia,sla-uptime-downtime-calculator,sla uptime downtime calculator per nines,"Convertir un % de SLA (99.9%, 99.999%) en minutos de downtime por año/mes/semana",99.9 percent uptime downtime per year | how much downtime does 99.99 allow,Intent devops muy especifico; uptime.is domina parte pero hay hueco para tabla 'per nines' + calculo. No hay agregador universal. Demanda estable B2B. k vacio.
2,WINNABLE,tecnologia,video-storage-bitrate-duration,video file size calculator bitrate and duration,Calcular tamaño en GB de un video desde su bitrate y duracion,how big is my video gb calculator | bitrate to file size calculator,"Conversion especifica para creadores/editores; SERP con toolstud/dr-lex de nicho, sin agregador universal. Demanda modesta pero constante. k vacio."
2,WINNABLE,viajes,split-travel-expenses,split travel expenses among friends calculator,Repartir gastos de un viaje grupal y calcular quien le debe a quien,who owes whom group trip calculator | group trip expense split calculator,Intent especifico; Splitwise domina la app pero hay hueco para calculadora web instantanea 'quien le debe a quien' sin login. Demanda real de viajeros. k vacio.
2,WINNABLE,viajes,tip-by-state-bill-calculator,tip calculator by state usa,"Calcular la propina apropiada segun el estado de USA, servicio y comensales",average tip by state calculator | how much to tip by us state,El modificador 'by state' desatura el head 'tip calculator': intent geografico especifico que calculator.net no cubre. Gap real con angulo local USA. k vacio.
2,WINNABLE,vida,event-catering-cost-per-head-calculator,catering cost per person calculator,Estimar el costo de catering por persona segun tipo de servicio,how much does catering cost per head | event catering cost estimator per guest,Nicho eventos especifico; competencia editorial (thumbtack/wedding blogs) pero sin calculadora dedicada dominante. Intent transaccional-planning con demanda real. k vacio.
2,WINNABLE,vida,pittsburgh-sleep-quality-index,pittsburgh sleep quality index calculator online,Puntuar la calidad del sueño con un cuestionario tipo PSQI simplificado,psqi score calculator | sleep quality questionnaire score online,"Instrumento clinico con nombre propio y demanda de estudiantes/investigadores; SERP academica/PDF sin calculadora interactiva dominante. Gap de 'PSQI online scorer'. YMYL leve pero es scoring de cuestionario, no diagnost"
2,WINNABLE,vida,wedding-budget-allocation-calculator,wedding budget breakdown by category calculator,"Asignar el presupuesto de boda por categoria (venue, catering, fotos)",how to allocate wedding budget percentages | wedding budget calculator by category,"'wedding budget spreadsheet' es intent de plantilla, no calculadora. El angulo 'breakdown by category/percentages' tiene demanda de novios y SERP de The Knot/Zola (editorial) sin calculadora interactiva dominante. Gap re"
3,WINNABLE,cocina,scale-vanilla-pound-cake-recipe,vanilla pound cake recipe scaler by servings,Escalar una receta de budín de vainilla a cualquier cantidad de porciones,scale pound cake recipe calculator | pound cake ingredient amounts by serving size,Long-tail de receta muy específico (vanilla pound cake scaler). Casi sin herramientas dedicadas; SERP de recetas. Gap limpio pero demanda pequeña.
3,WINNABLE,construccion,concrete-beam-sizing-dimensions,concrete beam size calculator from span,Altura y ancho de viga de hormigón según la luz,beam depth calculator span rule l/12 | how to size a concrete beam by span,"Ingeniería específica (regla L/12, ACI 318), SERP técnica de nicho no agregadora; demanda modesta pero ganable."
3,WINNABLE,construccion,drain-grate-size-calculator,what size drain do i need by fixture type,"Diámetro de rejilla/desagüe según el artefacto (ducha, cocina, patio)",drain grate size chart shower kitchen floor | minimum drain diameter by fixture ipc,"Referencia de código (IPC) por artefacto, SERP de plomería de nicho; demanda baja pero limpia, ganable."
3,WINNABLE,construccion,isolated-footing-columns,isolated footing size calculator by column load,Área/lado de zapata aislada según carga de columna y suelo,footing size calculator soil bearing capacity | how to size a column footing,"Ingeniería específica, SERP técnica no agregadora; demanda modesta, ganable."
3,WINNABLE,construccion,membrana-asfaltica-rollos,how many rolls of asphalt membrane do i need,Cuántos rollos de membrana asfáltica según m²,bitumen membrane rolls calculator by m2 | roofing membrane roll coverage calculator,"Long-tail de techado específico con solape 10%; SERP de nicho constructivo, ganable."
3,WINNABLE,construccion,roof-waterproofing-kg-m2-calculator,how much roof waterproofing per square meter calculator,Cuántos kg de impermeabilizante de techo por m²,liquid waterproofing kg per m2 calculator | roof coating coverage kg m2 by product,"Nicho específico kg/m² por producto, SERP no agregadora; demanda baja pero ganable."
3,WINNABLE,construccion,rough-plaster-mortar-calculator,how much mortar for plastering calculator m3,"m³ de mortero, bolsas de cemento y arena para revoque grueso",scratch coat plaster mortar cement and sand calculator | render mortar quantity calculator by wall area,"Long-tail de obra (scratch coat/render), SERP de construcción de nicho; ganable con tabla de dosificación."
3,WINNABLE,construccion,steel-kg-m2-slab,how many kg of rebar per m2 of slab,kg de acero/hierro por m² de losa según tipo,steel per square meter slab calculator by type | rebar kg per m2 concrete slab reference,"Long-tail estructural específico con tabla por tipo de losa; SERP técnica de nicho, ganable."
3,WINNABLE,construccion,ventilation-cfm-room,cfm calculator for room ventilation by air changes,CFM necesario para ventilar una habitación según ACH,how much cfm do i need for a room | exhaust fan cfm calculator by room size ach,"Long-tail HVAC específico (ACH por tipo de sala); SERP de nicho de ventilación, no big-4. Ganable."
3,WINNABLE,construccion,water-pipe-diameter-by-flow-rate,pipe diameter calculator by flow rate,Diámetro mínimo de cañería según caudal (L/s),what pipe size do i need for flow rate l/s | water pipe sizing calculator flow rate table,"Long-tail de plomería específico (flow rate to pipe size); SERP técnica de nicho, ganable."
3,WINNABLE,construccion,water-pump-power-watts,water pump power calculator watts and hp,Potencia de bomba de agua en watts/HP según caudal y altura,how many watts does a water pump need calculator | pump power calculator flow head efficiency,"Long-tail específico (flow, head, efficiency → watts/HP); SERP de nicho de bombeo, no agregadores. Ganable."
3,WINNABLE,deportes,rugby-handicap-points-relegation-average,rugby points per game and relegation calculator,Compute rugby team avg points-per-game and relegation risk,rugby average points per match calculator | rugby relegation zone calculator,"Very niche sport-league gap, zero aggregator competition. Low demand but essentially uncontested. No k mapped."
3,WINNABLE,educacion,itba-utdt-costo-carrera-anual-privada,cost of private university in argentina 2026,Cuánto cuesta al año una universidad privada argentina (ITBA/UTDT/UdeSA),itba utdt udesa tuition cost per year | argentina private university tuition calculator,"Muy de nicho AR pero en EN casi sin competencia; demanda modesta de estudiantes internacionales. Dato específico y localizado, gap real."
3,WINNABLE,educacion,medicine-entrance-cbc-score-uba-2026,uba medicine entrance cbc score requirement,Qué promedio CBC se necesita para entrar a Medicina en la UBA,uba medicina cbc average needed | uba medicine admission score calculator,"Ultra-nicho AR; en EN cero competencia. Demanda pequeña pero cero rivales fuertes. La consulta real es en español, pero como página EN es de bajo riesgo."
3,WINNABLE,educacion,optimal-exam-review-schedule,spaced repetition exam review schedule calculator,Planificar repasos espaciados que peaken antes del examen,how to schedule study reviews before an exam | optimal review timing before test day,"Intent específico (SAT/GRE/MCAT review spacing); SERP de blogs de estudio y foros, sin agregadores. Buen gap, demanda modesta."
3,WINNABLE,educacion,teacher-competition-scoring-calculator,teacher competition score calculator points,Calcular el puntaje total de un concurso docente (títulos+antigüedad+puntos),docente puntaje concurso calculator | teaching seniority points score calculator,"Ultra-nicho (concurso docente, muy LATAM); en EN cero competencia. Demanda pequeña pero sin rivales. El intent real es en español, página EN de bajo riesgo."
3,WINNABLE,educacion,uba-cbc-requirements,uba cbc regular vs libre status calculator,Saber si sos regular o libre en el CBC de la UBA según asistencia y parciales,uba cbc condicion regular requisitos | uba cbc attendance and midterm requirements,Ultra-nicho AR; sin competencia en EN y poca en ES fuera de la propia UBA. Demanda modesta pero cero rivales fuertes.
3,WINNABLE,educacion,uba-xxi-nota-final-promedio,uba xxi final grade calculator 40 60,Calcular la nota final de UBA XXI con la fórmula 40% cursada + 60% examen,uba xxi nota final formula | uba xxi calcular nota final parcial,"Nicho AR hiper-específico; sin competencia. Demanda pequeña pero fórmula exacta = info-gain. El intent real es ES, página EN de bajo riesgo."
3,WINNABLE,entretenimiento,music-equipment-budget-calculator,music equipment budget calculator by skill level,Break down a music gear budget across instrument/interface/etc by level,how much to spend on music gear | home studio budget breakdown calculator,"Very specific hobby intent, essentially no dedicated calculator competes; demand modest but SERP wide open"
3,WINNABLE,familia,blw-introduction-6-months,when to start baby led weaning age calculator,Determine BLW readiness/stage by baby age in months,blw readiness by age months | baby led weaning stage by age,"Specific parenting intent; SERP is blog guides (solidstarts), no calculator aggregator. Modest demand but ownable niche"
3,WINNABLE,familia,pregnancy-weeks-to-months-converter,pregnancy weeks to months converter,Convert pregnancy weeks to months/trimester/% complete,how many months is X weeks pregnant | weeks to months trimester calculator,"Conversion intent (not clinical advice) is lighter-YMYL and specific; SERP has blog answers + a few converters, more winnable than the dating calcs. Target is mismatch"
3,WINNABLE,finanzas,btc-nasdaq-sp500-correlation,bitcoin nasdaq correlation calculator,Calcular la correlacion de Pearson entre BTC y NASDAQ/S&P 500,btc vs sp500 pearson correlation calculator | crypto stock market correlation calculator,"Herramienta de nicho (analisis de correlacion cripto-acciones). SERP tiene articulos de datos y dashboards, no calculadoras generalistas DR90. Intent especifico. Ganable. currentTarget vacio."
3,WINNABLE,finanzas,condo-fees-apartment-m2-category,estimate monthly condo fees by square footage,Estimar expensas/condo fee mensual por m2 y categoria de edificio,average hoa condo fee per square meter calculator | condo maintenance fee estimator by building type,"Intent especifico de estimacion (no head). SERP 'condo fees estimate' = blogs inmobiliarios y HOA guides, no agregadores de calculadoras. Hueco real. Ojo: usar sq ft para publico US. currentTarget 'condo vs apartment' es"
3,WINNABLE,finanzas,eviction-timeline-attorney-fees,how long does eviction take timeline calculator by case type,Estimate how many days an eviction takes and what it costs,eviction process timeline and cost estimator | eviction attorney fees calculator by state,"'How long does eviction take' is a specific question SERP dominated by legal blogs, not a calculator; a timeline+cost calculator is a genuine info-gain angle. Modest demand."
3,WINNABLE,finanzas,fixed-deposit-net-annual-returns,fixed deposit net returns after tax calculator,Compute FD returns net of taxes,fd maturity amount after tax calculator | fixed deposit real return calculator,"FD calculators are big in India (groww, bankbazaar) but the specific 'net returns AFTER TAX' angle is thinner and less aggregator-locked than the generic FD calculator. Modest."
3,WINNABLE,finanzas,nft-royalty-creator-secondary-market,nft creator royalty calculator secondary sales,Compute creator royalty from NFT secondary sales,how much royalty does an nft creator earn calculator | nft resale royalty earnings calculator,Very niche crypto tool; SERP has few competitors and no DR80 aggregators. Low volume but uncontested. k='nft market' is a broad mismatch.
3,WINNABLE,finanzas,portfolio-60-40-crypto-traditional-allocation,crypto vs traditional portfolio allocation calculator,Split a portfolio dollar amount between crypto and traditional assets,how much crypto should be in my portfolio calculator | portfolio split traditional and crypto percentage,"Specific allocation tool; SERP is blogs/robo-advisors, no aggregator lock on this exact crypto-split intent. Modest, winnable."
3,WINNABLE,finanzas,usdt-vs-usdc-commission-exchange,usdt vs usdc fees and risk comparison,Comparar comisiones y riesgo de USDT vs USDC en exchanges,usdt or usdc which is cheaper exchange | stablecoin usdt usdc fee comparison,Cripto-comparativa especifica; SERP tiene articles pero no calc de fees dedicado; demanda modesta real
3,WINNABLE,finanzas,yield-farming-impermanent-loss-pool,impermanent loss calculator by price change,Calcular pérdida impermanente por cambio de precio en pool DeFi,defi liquidity pool impermanent loss calculator | calculate impermanent loss percent,Nicho DeFi especifico; compiten daic/dailydefi pero sin agregador DR80; k='crypto yield farming' es head amplio mismatch
3,WINNABLE,idiomas,best-languages-by-profession,best languages to learn for your career,Qué idiomas son más útiles según la profesión/carrera,most useful languages by profession | which language to learn for my job,Angulo by-profession especifico; SERP tiene blogs pero sin herramienta interactiva dominante; demanda modesta
3,WINNABLE,idiomas,movie-series-language-immersion-hours,convert movie watching hours to language study hours,Convertir horas de películas/series en horas equivalentes de estudio,how much does watching series count as language study | tv immersion equivalent study hours calculator,"Angulo muy nicho y original, casi sin competencia; k='scary movie series' es entretenimiento mismatch total"
3,WINNABLE,idiomas,podcasts-learn-language-daily-minutes,how many minutes of podcast per day to learn a language,Cuántos minutos diarios de podcast según nivel CEFR,daily podcast listening target by cefr level | language podcast minutes per day calculator,Angulo especifico y original con base CEFR/ACTFL; sin competencia de calc dedicado; demanda modesta
3,WINNABLE,idiomas,srs-next-review-calculator,sm-2 spaced repetition next review interval calculator,Calcular el próximo intervalo de repaso con el algoritmo SM-2,anki sm-2 interval calculator | calculate next flashcard review date sm-2,Nicho técnico (Anki/SuperMemo) con audiencia dedicada; casi sin herramienta que lo calcule; demanda pequeña pero clara
3,WINNABLE,jardineria,garden-harvest-expected-kg,vegetable garden yield calculator kg per m2,Estimar rendimiento en kg de una huerta por cultivo y área,how many kg per square meter vegetable garden | expected harvest per plant calculator,Long-tail muy específico sin agregador dominante. Nicho jardinería con gap real; demanda modesta pero ganable.
3,WINNABLE,jardineria,plant-sunlight-hours,how many hours of sunlight do plants need chart,Cuántas horas de sol necesita cada tipo de planta,full sun vs partial shade hours by plant | plant light requirements calculator,"Query informacional-específica que un calc+tabla responde exacto. SERP = blogs de jardinería, cero agregador de calc. Gap claro."
3,WINNABLE,jardineria,planting-calendar-northern-hemisphere,what to plant this month northern hemisphere,Qué sembrar cada mes en el hemisferio norte,northern hemisphere planting calendar by month | monthly vegetable sowing guide northern hemisphere,Calendario mensual de siembra: intent específico y estacional recurrente. Compite con almanacs/blogs pero el formato interactivo por-mes da gap. Ganable.
3,WINNABLE,jardineria,plants-per-meter-hedge,how many plants for a hedge calculator,Cuántas plantas comprar para un seto según largo y especie,hedge plant spacing calculator by species | plants per meter hedge thuja privet,"Nicho paisajismo muy específico, SERP = viveros y blogs. Sin agregador de calc. Gap claro, demanda modesta pero comercial."
3,WINNABLE,jardineria,pot-size-calculator,what size pot for my plant calculator,Qué tamaño/diámetro de maceta corresponde a mi planta,pot size by root ball diameter | recommended pot diameter for plant,"'pot size calculator' es de nicho jardín, SERP = blogs/tiendas de plantas, no calculator.net. Intent específico (root ball → diámetro). Ganable."
3,WINNABLE,jardineria,semillas-por-m2-huerta,how many seeds per square meter calculator,Cuántas semillas por m² sembrar según cultivo,seed density per m2 lettuce carrot tomato | seeds needed per square meter vegetable garden,"Long-tail de huerta muy específico, sin agregador dominante. Gap claro. Complementa plant-spacing."
3,WINNABLE,jardineria,when-to-prune-roses,when to prune roses by hardiness zone,Cuándo podar las rosas según zona climática,best time to prune roses calculator by climate | rose pruning date before last frost,"Intent estacional específico. SERP = blogs de jardín y sociedades de rosas, sin agregador de calc. El ángulo calc-por-zona es gap. Ganable."
3,WINNABLE,mascotas,dog-age-by-breed,dog age in human years by breed calculator,Edad del perro en años humanos ajustada por raza/tamaño,dog years to human years by size AVMA formula | how old is my dog in human years large breed,El ángulo por-raza/tamaño con fórmula logarítmica AVMA 2020 es más específico que el genérico 'dog age calculator'. Gap por la especificidad de raza. Demanda modesta (757) pero ganable.
3,WINNABLE,mascotas,dog-apartment-compatibility,best dog breeds for apartment living calculator,Saber si una raza de perro es apta para vivir en departamento,is my dog breed good for apartments | apartment dog compatibility by breed and size,"Query long-tail de estilo de vida, sin agregador de calc. SERP = listicles de blogs; el formato interactivo da gap. Ganable."
3,WINNABLE,mascotas,dog-walking-minutes-by-breed,how long to walk your dog by breed calculator,Cuántos minutos caminar al perro por día según raza,daily dog walk minutes by breed and age | how much exercise does my dog need by breed,"Long-tail de ejercicio por-raza, SERP = blogs de mascotas. Gap claro. El k 'dog walking jobs' (empleo) es mismatch de intent total."
3,WINNABLE,mascotas,parrot-parakeet-seed-distribution,how much to feed a parrot or budgie calculator,Cuánta comida semanal (semillas/fruta/pellets) darle a un loro o periquito,weekly bird food amounts by weight seeds pellets fruit | parakeet daily food portion calculator,"Nicho aviar específico, SERP = blogs de aves. Cero agregador de calc. Gap claro. Ganable con demanda modesta."
3,WINNABLE,mascotas,puppy-cost-first-year,first year puppy cost calculator,Cuánto cuesta un cachorro el primer año (presupuesto),how much does a puppy cost the first year | puppy budget calculator vaccines food vet,"Query financiera-de-nicho, SERP = blogs de mascotas y aseguradoras (rover, akc), no agregador financiero genérico. Gap por el formato calc de presupuesto. Ganable, demanda estacional."
3,WINNABLE,mascotas,rabbit-age-in-human-years,rabbit age in human years calculator by breed,Convertir edad del conejo a años humanos según tamaño de raza,how old is my rabbit in human years | rabbit years to human years chart dwarf giant,"Nicho más específico que perro/gato, menos competido. SERP = blogs de conejos, sin agregador de calc. Gap claro. Ganable."
3,WINNABLE,mascotas,rabbit-diet-hay-pellets,how much to feed a rabbit calculator hay pellets vegetables,"Cuánto heno, pellets y verdura darle a un conejo por día",daily rabbit food amount by weight | rabbit pellet portion calculator by weight,"Intent específico con regla 80/10/10. SERP = rescates y blogs de conejos, sin agregador. Gap claro. Ganable."
3,WINNABLE,matematica,2x2-linear-system-cramer-rule,cramer's rule calculator 2x2 system,Resolver un sistema lineal 2×2 con la regla de Cramer,solve 2x2 linear system with cramers rule | 2x2 system of equations solver step by step,Sub-nicho de álgebra específico. Compite con symbolab/mathpapa pero 'cramer's rule 2x2' es lo bastante específico para gap. Menos dominado que 'system of equations calculator' genérico. Ganable con esfuerzo.
3,WINNABLE,matematica,arithmetic-progression-nth-term-sum,arithmetic sequence nth term and sum calculator,Calcular el término n-ésimo y la suma de una progresión aritmética,find nth term of arithmetic sequence calculator | sum of arithmetic sequence Sn calculator,Sub-nicho matemático específico. Compite con symbolab/omni pero 'nth term AND sum' con fórmulas es acotado; hay gap por el formato educativo. Ganable con esfuerzo. El k 'arithmetic sequence nth term' matchea bien.
3,WINNABLE,salud,daily-steps-calculator,recommended steps per day by age,Cuántos pasos por día se recomiendan según la edad (Paluch 2022),how many steps per day by age chart | daily steps target for older adults,'how many steps per day by age' con base Paluch/Lancet es ángulo edad-específico citable; el head '10000 steps' está saturado pero 'by age' escapa. k 'tracking daily steps' es nonsense. Vol bajo pero ganable.
3,WINNABLE,salud,estrogen-progesterone-cycle-phases,estrogen and progesterone levels by cycle day,Niveles esperados de estrógeno/progesterona por día del ciclo,hormone levels by menstrual cycle phase chart | e2 p4 levels follicular luteal phase,Tabla de referencia hormonal por día/fase del ciclo es lookup específico; k 'estrogen and progesterone' es head suelto. El ángulo 'por día del ciclo' escapa a healthline genérico.
3,WINNABLE,salud,suplementos-deportivos-stack-principiante,best supplements for gym beginners with doses,Qué suplementos y dosis tomar siendo principiante en el gym,protein and creatine dose for beginners calculator | beginner supplement stack calculator,"'best supplements for beginners' lo cubren blogs fitness, pero el ángulo 'calcula tu dosis por peso' es info-gain diferenciador. Ganable con esfuerzo."
3,WINNABLE,tecnologia,file-compression-ratio,compression ratio calculator formula,Calcular la ratio de compresión de un archivo con la fórmula,how to calculate compression ratio | compression ratio percentage calculator,"Intent específico (ratio + fórmula) con SERP mixta de blogs técnicos, no aggregators de consumo. 'k' actual ('free file compression') es transaccional (buscan una herramienta que comprima, no la fórmula) — mismatch."
3,WINNABLE,tecnologia,git-repo-size-calculator,estimate git repository size calculator,Estimar el tamaño de un repo Git (working tree + .git),how big will my git repo be | git repo size from commits and files,"Long-tail muy específico de developers, competencia mínima de calculadoras. Demanda modesta. Sin keyword actual."
3,WINNABLE,tecnologia,jpg-quality-size-web-optimization,jpeg file size calculator by quality,Estimar el tamaño de un JPEG según el nivel de calidad,estimate jpg size at quality level | image file size vs quality calculator,"Long-tail de optimización web específico; SERP de blogs técnicos, no aggregators. Demanda modesta pero limpia. Sin keyword actual."
4,WINNABLE,construccion,thermal-k-minimum-zone,maximum k value by bioclimatic zone iram 11605,K-value máximo permitido de muros por zona bioclimática (Argentina),thermal transmittance k limit argentina walls | iram 11605 wall k value table,"Nicho normativo AR muy específico (IRAM 11605); cero competencia agregadora, pero demanda mínima y query en español real. Ganable pero de bajo volumen."
4,WINNABLE,idiomas,weekly-essay-writing-language-level,how often to write to improve language by cefr level,Con qué frecuencia escribir para mejorar el nivel CEFR,weekly writing target to improve language | words per week to reach b2 c1 writing,Angulo de nicho con datos CEFR concretos; sin competencia directa; demanda muy modesta
4,WINNABLE,jardineria,pot-drainage-gravel,how much gravel for pot drainage calculator,Cuánta grava poner en el fondo de una maceta para drenaje,gravel layer pot drainage percentage | drainage rocks for planter calculator,"Query muy long-tail de jardín, cero competencia de agregadores. Demanda baja pero 100% ganable."
4,WINNABLE,mascotas,dog-shedding-by-season-calculator,how often to brush your dog by coat type calculator,Cuántas veces por semana cepillar al perro según pelaje y estación,dog brushing frequency by coat and season | how many times a week to brush my dog,"Query de cuidado muy específica, sin agregador. SERP = blogs de grooming. Gap claro, demanda baja pero ganable."
4,WINNABLE,mascotas,huron-ferret-dieta-proteina-animal,how much to feed a ferret per day calculator,Cuánta comida y proteína animal por día necesita un hurón,ferret daily food and protein by weight | ferret diet protein requirement calculator,"Nicho exótico muy específico, SERP = blogs/foros de hurones. Cero agregador. Gap claro aunque demanda baja (134). El k 'huron animal' es informacional genérico, mismatch."
