URL,Slug,Titulo,H1,Categoria,Template,Keyword aparente,Intencion,Canonical,Indexable,En sitemap,Enlaces internos,Familia tematica,Posible duplicado,Accion recomendada,Prioridad
/calculadora-envejecer-mascota-humano-tabla-raza-tamano,calculadora-envejecer-mascota-humano-tabla-raza-tamano,Edad de mi perro en años humanos: calculadora + tabla por tamaño | Hacé Cuentas,Calculadora de edad de tu mascota en años humanos,mascotas,CalcLayoutV2 ([...slug].astro),edad de mi perro en años humanos,Mascota (presupuesto/rutina),(self),Sí,Sí,0,mascotas,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-esperanza-vida-gato-raza-indoor,calculadora-esperanza-vida-gato-raza-indoor,Cuántos años vive un gato según raza y estilo de vida,Cuántos años vive un gato según raza y estilo de vida,mascotas,CalcLayoutV2 ([...slug].astro),esperanza de vida gato,Mascota (presupuesto/rutina),(self),Sí,Sí,0,mascotas,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-fecha-celo-perra,calculadora-fecha-celo-perra,Calculadora del Próximo Celo de Perra 2026 | Hacé Cuentas,Calculadora del Próximo Celo de Perra,mascotas,CalcLayoutV2 ([...slug].astro),celo perra calculadora,Mascota (presupuesto/rutina),(self),Sí,Sí,0,mascotas,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-frecuencia-bano-perro-raza-tipo-pelo,calculadora-frecuencia-bano-perro-raza-tipo-pelo,¿Cada cuánto bañar a un perro? Calculadora + tabla por raza | Hacé Cuentas,¿Cada cuánto bañar a un perro? Calculadora por tipo de pelo,mascotas,CalcLayoutV2 ([...slug].astro),cada cuanto bañar perro,Mascota (presupuesto/rutina),(self),Sí,Sí,0,mascotas,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-frecuencia-corte-unas-perro-gato,calculadora-frecuencia-corte-unas-perro-gato,Cada cuánto cortarle las uñas a tu perro o gato 2026,Cada cuánto cortarle las uñas a tu perro o gato,mascotas,CalcLayoutV2 ([...slug].astro),corte uñas perro cada cuanto,Mascota (presupuesto/rutina),(self),Sí,Sí,0,mascotas,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-gestacion-perro-gato-duracion-parto,calculadora-gestacion-perro-gato-duracion-parto,Calculadora de gestacion y fecha de parto animal 2026,Calculadora de gestacion y fecha de parto animal,mascotas,CalcLayoutV2 ([...slug].astro),gestacion perro dias,Mascota (presupuesto/rutina),(self),Sí,Sí,0,mascotas,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-gestacion-perra,calculadora-gestacion-perra,Calculadora de Fecha de Parto de Perra 2026 | Hacé Cuentas,Calculadora de Fecha de Parto de Perra,mascotas,CalcLayoutV2 ([...slug].astro),gestación perra días,Mascota (presupuesto/rutina),(self),Sí,Sí,0,mascotas,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-alimento-diario-perro,calculadora-alimento-diario-perro,Cuánto alimento necesita tu perro al día 2026 | Hacé Cuentas,Cuánto alimento necesita tu perro al día,mascotas,CalcLayoutV2 ([...slug].astro),alimento diario perro,Mascota (presupuesto/rutina),(self),Sí,Sí,0,mascotas,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-litros-pecera-acuario-cantidad-peces,calculadora-litros-pecera-acuario-cantidad-peces,Calculadora de Litros de Acuario — cuántos peces entran,Calculadora de litros de pecera por cantidad de peces,mascotas,CalcLayoutV2 ([...slug].astro),litros pecera peces,Mascota (presupuesto/rutina),(self),Sí,Sí,0,mascotas,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-potencia-hp-kw-cv,calculadora-potencia-hp-kw-cv,"HP a kW, kW a CV y CV a HP | Conversor de Potencia","Conversor de potencia: HP a kW, kW a CV y CV a HP",automotor,CalcLayoutV2 ([...slug].astro),convertir hp a kw,Herramienta,(self),Sí,Sí,20,otros-automotor,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-cilindrada-motor-cc-litros,calculadora-cilindrada-motor-cc-litros,Calculadora Cilindrada de Motor cc ↔ Litros 2026,Calculadora Cilindrada de Motor cc ↔ Litros,automotor,CalcLayoutV2 ([...slug].astro),cilindrada motor cc litros,Herramienta,(self),Sí,Sí,8,otros-automotor,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-velocidad-maxima-relacion-potencia-peso,calculadora-velocidad-maxima-relacion-potencia-peso,Relación Potencia/Peso y Velocidad Máxima de un Auto | Hacé Cuentas,Relación Potencia/Peso y Velocidad Máxima de un Auto,automotor,CalcLayoutV2 ([...slug].astro),relacion potencia peso auto,Herramienta,(self),Sí,Sí,3,otros-automotor,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-vtv-vencimiento-turno,calculadora-vtv-vencimiento-turno,VTV Vencimiento y Turno 2026 Online Argentina,Calculadora VTV — Vencimiento y Turno,automotor,CalcLayoutV2 ([...slug].astro),vtv vencimiento,Herramienta,(self),Sí,Sí,3,otros-automotor,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-costo-total-propiedad-auto-anual,calculadora-costo-total-propiedad-auto-anual,Calculadora TCO Auto Anual 2026 Argentina Gratis,Calculadora Costo Total de Propiedad Auto (TCO Anual),automotor,CalcLayoutV2 ([...slug].astro),costo total propiedad auto,Herramienta,(self),Sí,Sí,2,otros-automotor,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-financiacion-auto-cuota-prendario,calculadora-financiacion-auto-cuota-prendario,Calculadora Cuota Préstamo Prendario Auto 2026,Calculadora Cuota Préstamo Prendario Auto,automotor,CalcLayoutV2 ([...slug].astro),cuota prendario auto,Herramienta,(self),Sí,Sí,2,otros-automotor,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-neumaticos-medida-equivalente,calculadora-neumaticos-medida-equivalente,Calculadora Medidas Neumáticos Equivalentes 2026 Gratis,Calculadora Neumáticos — Medida Equivalente,automotor,CalcLayoutV2 ([...slug].astro),medida neumatico equivalente,Herramienta,(self),Sí,Sí,2,otros-automotor,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-presion-neumaticos-psi-bar,calculadora-presion-neumaticos-psi-bar,Calculadora Presión de Neumáticos PSI ↔ Bar 2026,Calculadora Presión de Neumáticos PSI ↔ Bar,automotor,CalcLayoutV2 ([...slug].astro),presion neumaticos psi bar,Herramienta,(self),Sí,Sí,2,otros-automotor,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-transfer-auto-costo-registro,calculadora-transfer-auto-costo-registro,Calcular Transferencia de Auto: Costo Total 2026 | Hacé Cuentas,Calculadora Costo de Transferencia de Auto,automotor,CalcLayoutV2 ([...slug].astro),transferencia auto costo,Herramienta,(self),Sí,Sí,2,otros-automotor,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-amortizacion-auto-valor-residual,calculadora-amortizacion-auto-valor-residual,Calculadora Amortización Auto Valor Residual 2026 AR,Calculadora Amortización de Auto y Valor Residual,automotor,CalcLayoutV2 ([...slug].astro),amortizacion auto,Herramienta,(self),Sí,Sí,1,otros-automotor,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-multa-transito-puntos-licencia,calculadora-multa-transito-puntos-licencia,Calculadora Multa de Tránsito y Puntos de Licencia 2026,Calculadora Multa de Tránsito y Puntos de Licencia,automotor,CalcLayoutV2 ([...slug].astro),multa transito argentina,Herramienta,(self),Sí,Sí,1,otros-automotor,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-seguro-auto-estimacion-precio,calculadora-seguro-auto-estimacion-precio,Cuánto Cuesta el Seguro de Auto 2026 — Estimador Online,¿Cuánto cuesta el seguro de auto? Estimá el precio 2026,automotor,CalcLayoutV2 ([...slug].astro),seguro auto precio,Herramienta,(self),Sí,No,0,otros-automotor,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-capacidad-carga-camioneta-peso-util,calculadora-capacidad-carga-camioneta-peso-util,Capacidad de Carga de una Camioneta 2026 | Hacé Cuentas,Capacidad de Carga de una Camioneta,automotor,CalcLayoutV2 ([...slug].astro),capacidad carga camioneta peso util,Herramienta,(self),Sí,Sí,0,otros-automotor,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-cca-bateria-auto-temperatura-motor,calculadora-cca-bateria-auto-temperatura-motor,CCA batería auto 2026 — Calculadora gratis | Hacé Cuentas,CCA batería auto: calculá el mínimo según cilindrada,automotor,CalcLayoutV2 ([...slug].astro),cca batería auto,Herramienta,(self),Sí,Sí,0,otros-automotor,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-cilindrada-motor-relacion-potencia,calculadora-cilindrada-motor-relacion-potencia,Calcular potencia de motor por cilindrada (cc a HP): calculadora + tabla | Hacé Cuentas,Calculadora de cilindrada a potencia: cc → HP estimado,automotor,CalcLayoutV2 ([...slug].astro),calcular potencia motor por cilindrada,Herramienta,(self),Sí,Sí,0,otros-automotor,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-consumo-aire-acondicionado-auto-extra,calculadora-consumo-aire-acondicionado-auto-extra,Consumo de Aire Acondicionado en Auto 2026 | Hacé Cuentas,Consumo extra de aire acondicionado en el auto,automotor,CalcLayoutV2 ([...slug].astro),calculadora consumo extra de a/a 2026,Herramienta,(self),Sí,Sí,0,otros-automotor,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-conversion-torque-nm-lb-ft-kgm,calculadora-conversion-torque-nm-lb-ft-kgm,Convertir Nm a lb·ft y kg·m: tabla + calculadora | Hacé Cuentas,Convertir torque: Nm ↔ lb·ft ↔ kg·m,automotor,CalcLayoutV2 ([...slug].astro),convertir nm a lb ft,Herramienta,(self),Sí,Sí,0,otros-automotor,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-cuota-prestamo-auto-frances-argentino,calculadora-cuota-prestamo-auto-frances-argentino,Calculadora Cuota préstamo auto (francés) 2026,Cuota préstamo auto (francés),automotor,CalcLayoutV2 ([...slug].astro),cuota prestamo auto frances argentino,Herramienta,(self),Sí,Sí,0,otros-automotor,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-distancia-frenado-velocidad-adhesion,calculadora-distancia-frenado-velocidad-adhesion,Distancia de frenado: calculadora + tabla por velocidad | Hacé Cuentas,Calculadora de distancia de frenado por velocidad y adherencia,automotor,CalcLayoutV2 ([...slug].astro),distancia de frenado,Herramienta,(self),Sí,Sí,0,otros-automotor,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-multa-transito-valor,calculadora-multa-transito-valor,Calculadora de Multas de Tránsito 2026 — Gratis,Calculadora de Multas de Tránsito,automotor,CalcLayoutV2 ([...slug].astro),multa transito valor,Herramienta,(self),Sí,Sí,0,otros-automotor,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-presion-neumatico-psi-bar-auto,calculadora-presion-neumatico-psi-bar-auto,Presión neumáticos: convertir PSI a Bar y kPa + tabla | Hacé Cuentas,Convertir PSI a Bar y kPa en neumáticos: calculadora + tabla de valores,automotor,CalcLayoutV2 ([...slug].astro),convertir psi a bar neumático,Herramienta,(self),Sí,Sí,0,otros-automotor,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/simulador-costo-mantener-auto,simulador-costo-mantener-auto,¿Cuánto cuesta mantener un auto en Argentina? Simulador 2026,Simulador: cuánto te cuesta tener tu auto,automotor,CalcLayoutV2 ([...slug].astro),cuanto cuesta mantener un auto,Herramienta,(self),Sí,Sí,0,otros-automotor,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-suspension-altura-libre-piso-auto,calculadora-suspension-altura-libre-piso-auto,Altura libre al piso (clearance) de autos 2026 | Hacé Cuentas,Altura libre al piso (clearance) de autos 2026,automotor,CalcLayoutV2 ([...slug].astro),calculadora altura libre piso 2026,Herramienta,(self),Sí,Sí,0,otros-automotor,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-valuacion-fiscal-automotor-argentina,calculadora-valuacion-fiscal-automotor-argentina,Calculadora Valuación Fiscal Automotor Argentina 2026 — Patente por provincia,Calculadora de Valuación Fiscal Automotor en Argentina (impuesto por provincia 2026),automotor,CalcLayoutV2 ([...slug].astro),valuacion fiscal automotor argentina,Herramienta,(self),Sí,Sí,0,otros-automotor,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-vtv-costo-provincia-2026,calculadora-vtv-costo-provincia-2026,Calculadora VTV costo 2026 por provincia 2026 | Hacé Cuentas,VTV costo 2026 por provincia,automotor,CalcLayoutV2 ([...slug].astro),vtv costo provincia 2026,Herramienta,(self),Sí,Sí,0,otros-automotor,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-temperatura-horno-celsius-fahrenheit-gas,calculadora-temperatura-horno-celsius-fahrenheit-gas,"Temperatura del horno en °C, °F y gas mark (1-9) 2026","Temperatura del horno en °C, °F y gas mark (1-9)",cocina,CalcLayoutV2 ([...slug].astro),conversor temperatura horno,Herramienta,(self),Sí,Sí,10,otros-cocina,horno-temp,"Cluster ""horno-temp"" — enlazar a la maestra, evaluar canonical",Alta
/calculadora-abv-cerveza-og-fg,calculadora-abv-cerveza-og-fg,ABV Cerveza: calculadora OG/FG + tabla por estilo | Hacé Cuentas,Calculadora de ABV en cerveza casera (OG y FG),cocina,CalcLayoutV2 ([...slug].astro),calcular abv cerveza,Herramienta,(self),Sí,Sí,9,otros-cocina,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-cold-brew-ratio,calculadora-cold-brew-ratio,Cold Brew Ratio: cuánto café y agua usar + tabla | Hacé Cuentas,Calculadora de ratio cold brew (concentrado o listo para tomar),cocina,CalcLayoutV2 ([...slug].astro),cold brew ratio,Herramienta,(self),Sí,Sí,7,otros-cocina,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-espresso-tds-yield,calculadora-espresso-tds-yield,TDS y Yield del Espresso — Calculadora Gratis | Hacé Cuentas,Calculá el TDS y yield de tu espresso,cocina,CalcLayoutV2 ([...slug].astro),espresso tds,Herramienta,(self),Sí,Sí,6,otros-cocina,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-moka-pot-agua-cafe,calculadora-moka-pot-agua-cafe,Café y Agua para Moka Pot — Calculadora Gratis | Hacé Cuentas,¿Cuánto café y agua necesita tu Moka Pot?,cocina,CalcLayoutV2 ([...slug].astro),moka receta,Herramienta,(self),Sí,Sí,6,otros-cocina,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-priming-sugar-carbonatacion-cerveza,calculadora-priming-sugar-carbonatacion-cerveza,Calculadora Priming Sugar Cerveza 2026 | Gratis Online,Priming sugar para carbonatar cerveza casera,cocina,CalcLayoutV2 ([...slug].astro),priming sugar cerveza,Herramienta,(self),Sí,Sí,4,otros-cocina,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-conversion-temperaturas-horno-gas-electrico,calculadora-conversion-temperaturas-horno-gas-electrico,Calculadora Temperaturas horno gas/eléctrico 2026,Temperaturas horno gas/eléctrico,cocina,CalcLayoutV2 ([...slug].astro),conversion temperaturas horno gas electrico,Herramienta,(self),Sí,Sí,4,otros-cocina,horno-temp,"Cluster ""horno-temp"" — enlazar a la maestra, evaluar canonical",Alta
/calculadora-conversor-fahrenheit-a-celsius-horno,calculadora-conversor-fahrenheit-a-celsius-horno,Conversor de grados Fahrenheit a grados Celsius 2026 |,Conversor de grados Fahrenheit a grados Celsius,cocina,CalcLayoutV2 ([...slug].astro),conversor fahrenheit a celsius,Herramienta,(self),Sí,Sí,4,otros-cocina,horno-temp,"Cluster ""horno-temp"" — enlazar a la maestra, evaluar canonical",Alta
/calculadora-leudado-pan-levadura-tiempo-temperatura,calculadora-leudado-pan-levadura-tiempo-temperatura,Tiempo de leudado del pan: calculadora por temperatura + tabla | Hacé Cuentas,Tiempo de leudado del pan según temperatura y levadura,cocina,CalcLayoutV2 ([...slug].astro),tiempo de leudado del pan,Herramienta,(self),Sí,Sí,4,otros-cocina,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-calorias-copa-vino,calculadora-calorias-copa-vino,Calorías copa de vino: cuántas tiene según tipo + tabla | Hacé Cuentas,¿Cuántas calorías tiene una copa de vino? Calculadora por tipo y ml,cocina,CalcLayoutV2 ([...slug].astro),calorias copa vino,Herramienta,(self),Sí,Sí,3,otros-cocina,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-final-volume-cerveza-fermentador,calculadora-final-volume-cerveza-fermentador,Volumen final al fermentador: calculadora de pérdidas en cerveza casera | Hacé Cuentas,"Calculadora de volumen al fermentador: trub, lúpulo y pérdidas",cocina,CalcLayoutV2 ([...slug].astro),volumen final fermentador cerveza,Herramienta,(self),Sí,Sí,3,otros-cocina,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-ibu-cerveza-lupulo-tinseth,calculadora-ibu-cerveza-lupulo-tinseth,Calcular IBU cerveza con fórmula Tinseth + tabla estilos | Hacé Cuentas,Calculadora IBU cerveza — fórmula Tinseth con tabla por estilo,cocina,CalcLayoutV2 ([...slug].astro),calcular ibu cerveza,Herramienta,(self),Sí,Sí,2,otros-cocina,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-alcohol-attenuation-levadura,calculadora-alcohol-attenuation-levadura,Calcular atenuación levadura cerveza: aparente y real + tabla cepas | Hacé Cuentas,Calculadora de atenuación de levadura (aparente y real),cocina,CalcLayoutV2 ([...slug].astro),atenuacion levadura cerveza,Herramienta,(self),Sí,Sí,1,otros-cocina,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-evaporation-rate-boil,calculadora-evaporation-rate-boil,Tasa de Evaporación en Hervor Cerveza 2026 | Hacé Cuentas,Tasa de evaporación en hervor (boil-off) cerveza,cocina,CalcLayoutV2 ([...slug].astro),boil off rate,Herramienta,(self),Sí,Sí,1,otros-cocina,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-ayuno-intermitente-16-8-ventana-horario,calculadora-ayuno-intermitente-16-8-ventana-horario,Calculadora Ayuno intermitente 16/8 2026 | Hacé Cuentas,Ayuno intermitente 16/8,cocina,CalcLayoutV2 ([...slug].astro),calculadora ayuno intermitente 16/8 2026,Herramienta,(self),Sí,Sí,0,otros-cocina,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-bebidas-evento-cerveza-vino-refresco-calculadora,calculadora-bebidas-evento-cerveza-vino-refresco-calculadora,Calculadora Bebidas por evento 2026 — Gratis | Hacé Cuentas,Bebidas por evento,cocina,CalcLayoutV2 ([...slug].astro),calculadora bebidas por evento 2026,Herramienta,(self),Sí,Sí,0,otros-cocina,bebidas-evento,"Posible dup cluster ""bebidas-evento"" — evaluar canonical o mejor enlazado",Alta
/calculadora-calorias-bebida-alcoholica,calculadora-calorias-bebida-alcoholica,Calculadora de calorías en bebidas alcohólicas 2026,Calculadora de calorías en bebidas alcohólicas,cocina,CalcLayoutV2 ([...slug].astro),calorias bebidas alcoholicas,Herramienta,(self),Sí,Sí,0,otros-cocina,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-calorias-plato-argentino-tipico,calculadora-calorias-plato-argentino-tipico,Calorías de platos argentinos típicos | Hacé Cuentas,Calorías de platos argentinos típicos,cocina,CalcLayoutV2 ([...slug].astro),calorias platos argentinos,Herramienta,(self),Sí,Sí,0,otros-cocina,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-temperatura-aceite-fritura-punto-humo,calculadora-temperatura-aceite-fritura-punto-humo,Punto de humo del aceite: tabla + temperatura para freír | Hacé Cuentas,Punto de humo del aceite y temperatura ideal para freír,cocina,CalcLayoutV2 ([...slug].astro),punto de humo aceite,Herramienta,(self),Sí,Sí,0,otros-cocina,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-tiempo-descongelado-alimentos-peso,calculadora-tiempo-descongelado-alimentos-peso,Calculadora de tiempo de descongelado 2026 | Hacé Cuentas,Calculadora de tiempo de descongelado,cocina,CalcLayoutV2 ([...slug].astro),calculadora descongelar alimentos,Herramienta,(self),Sí,Sí,0,otros-cocina,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-tiempo-marinado-carne-pescado,calculadora-tiempo-marinado-carne-pescado,Tiempo de marinado para carne y pescado 2026 | Hacé Cuentas,Tiempo de marinado para carne y pescado,cocina,CalcLayoutV2 ([...slug].astro),tiempo marinado carne,Herramienta,(self),Sí,Sí,0,otros-cocina,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-tornillos-madera-tipo-largo,calculadora-tornillos-madera-tipo-largo,Tornillo para madera: qué largo y diámetro usar según espesor | Hacé Cuentas,Tornillo para madera: largo y diámetro según espesor de tabla,construccion,CalcLayoutV2 ([...slug].astro),qué tornillo usar para madera,Herramienta,(self),Sí,Sí,9,otros-construccion,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-pegamento-ceramicas-bolsas-m2-area,calculadora-pegamento-ceramicas-bolsas-m2-area,¿Cuántas bolsas de pegamento para cerámica? + tabla por m² | Hacé Cuentas,Calculadora de bolsas de pegamento para cerámica y porcellanato,construccion,CalcLayoutV2 ([...slug].astro),cuántas bolsas de pegamento para cerámica,Herramienta,(self),Sí,Sí,7,otros-construccion,pisos-ceramica,"Cluster ""pisos-ceramica"" — enlazar a la maestra, evaluar canonical",Alta
/calculadora-calefaccion-watts-kcal-ambiente,calculadora-calefaccion-watts-kcal-ambiente,Watts/Kcal para Calefaccionar Ambiente | Hacé Cuentas,¿Cuántos watts / kcal/h necesito para calefaccionar mi ambiente?,construccion,CalcLayoutV2 ([...slug].astro),calculadora calefaccion ambiente,Herramienta,(self),Sí,Sí,6,otros-construccion,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-hierro-construccion-losa-m2,calculadora-hierro-construccion-losa-m2,¿Cuántos kilos de hierro necesito por m² de losa? 2026,¿Cuántos kilos de hierro necesito por m² de losa?,construccion,CalcLayoutV2 ([...slug].astro),hierro por m2 losa,Herramienta,(self),Sí,Sí,6,otros-construccion,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-pendiente-techo-grados-porcentaje,calculadora-pendiente-techo-grados-porcentaje,"Pendiente de Techo de Chapa: grados, % y cm/m — Calculadora","Pendiente de un techo de chapa: grados, porcentaje y cm/m",construccion,CalcLayoutV2 ([...slug].astro),pendiente techo en grados,Herramienta,(self),Sí,Sí,6,otros-construccion,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-arena-grava-hormigon,calculadora-arena-grava-hormigon,¿Cuánta arena y grava necesito para el hormigón? 2026,¿Cuánta arena y grava necesito para el hormigón?,construccion,CalcLayoutV2 ([...slug].astro),arena y grava para hormigon,Herramienta,(self),Sí,Sí,5,otros-construccion,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-peso-madera-por-tipo-volumen,calculadora-peso-madera-por-tipo-volumen,Calculadora de peso de madera por tipo y volumen 2026,Calculadora de peso de madera por tipo y volumen,construccion,CalcLayoutV2 ([...slug].astro),peso madera calculadora,Herramienta,(self),Sí,Sí,5,otros-construccion,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-estantes-madera-soporte-peso,calculadora-estantes-madera-soporte-peso,Calculadora de estante de madera: peso máximo | Hacé Cuentas,Calculadora de estante de madera: peso máximo soportado,construccion,CalcLayoutV2 ([...slug].astro),estante peso maximo,Herramienta,(self),Sí,Sí,4,otros-construccion,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-aire-acondicionado-frigorias-ambiente,calculadora-aire-acondicionado-frigorias-ambiente,¿Cuántas frigorías necesito para mi aire | Hacé Cuentas,¿Cuántas frigorías necesito para mi aire acondicionado?,construccion,CalcLayoutV2 ([...slug].astro),cuantas frigorias necesito,Herramienta,(self),Sí,Sí,3,otros-construccion,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-corte-optimo-tablero,calculadora-corte-optimo-tablero,Calculadora de corte óptimo de tablero de MDF/melamina,Calculadora de corte óptimo de tablero de MDF/melamina,construccion,CalcLayoutV2 ([...slug].astro),corte optimo tablero,Herramienta,(self),Sí,Sí,3,otros-construccion,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-electricidad-cable-amperaje-seccion,calculadora-electricidad-cable-amperaje-seccion,Seccion Cable Electrico segun Amperaje 2026 — Gratis,¿Qué sección de cable necesito según amperaje y distancia?,construccion,CalcLayoutV2 ([...slug].astro),seccion cable electrico,Herramienta,(self),Sí,Sí,3,otros-construccion,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-barniz-aceite-m2-madera,calculadora-barniz-aceite-m2-madera,Cuánto barniz o aceite necesito por m² de madera 2026 | Hacé Cuentas,¿Cuánto barniz o aceite necesito por m² de madera?,construccion,CalcLayoutV2 ([...slug].astro),barniz madera m2,Herramienta,(self),Sí,Sí,2,otros-construccion,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-capacidad-tanque-cisterna-litros,calculadora-capacidad-tanque-cisterna-litros,Calcular Capacidad en Litros de Cisterna o Tanque 2026 | Hacé Cuentas,¿Cuántos litros tiene mi tanque o cisterna?,construccion,CalcLayoutV2 ([...slug].astro),calcular litros tanque,Herramienta,(self),Sí,Sí,2,otros-construccion,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-tejas-techo-m2,calculadora-tejas-techo-m2,Cuántas Tejas por m² Necesito: Calculadora 2026,¿Cuántas tejas necesito para mi techo?,construccion,CalcLayoutV2 ([...slug].astro),cuantas tejas por m2,Herramienta,(self),Sí,Sí,2,otros-construccion,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-escalera-madera-huella-contrahuella,calculadora-escalera-madera-huella-contrahuella,Escalera de Madera: Huella y Contrahuella | Hacé Cuentas,Calculadora de escalera de madera por huella y contrahuella,construccion,CalcLayoutV2 ([...slug].astro),escalera madera calculadora,Herramienta,(self),Sí,Sí,1,otros-construccion,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-impermeabilizacion-techo-membrana-rollos-m2-costo,calculadora-impermeabilizacion-techo-membrana-rollos-m2-costo,Calculadora Membrana Asfáltica Techo 2026 | Hacé Cuentas,"Calculadora de membrana asfáltica: rollos, pegamento y costo total",construccion,CalcLayoutV2 ([...slug].astro),impermeabilizacion techo membrana rollos,Herramienta,(self),Sí,Sí,1,otros-construccion,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-cantidad-ladrillos-metro-cuadrado-pared,calculadora-cantidad-ladrillos-metro-cuadrado-pared,Calculadora Ladrillos por m² pared 2026 — Gratis,Ladrillos por m² pared,construccion,CalcLayoutV2 ([...slug].astro),calculadora ladrillos por m² pared 2026,Herramienta,(self),Sí,Sí,1,otros-construccion,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-costo-m2-construccion-argentina,calculadora-costo-m2-construccion-argentina,Costo m² Construcción Argentina 2026: USD y ARS Actualizado,Costo de construcción por m² (Argentina),construccion,CalcLayoutV2 ([...slug].astro),costo construccion m2 argentina,Herramienta,(self),Sí,Sí,1,otros-construccion,—,Mantener; reforzar enlace a maestra de su familia,Baja
